BHAC15 tracks and internal structure for low mass stars (0.07 Msun to 1.4 Msun)

M/Ms: mass of the star in units of solar mass 
log t: age of the star (in yr)
Teff: effective temperature (in K)
L/Ls: log luminosity in units of solar luminosity (value used Ls=3.839d+33)
g: log g  (surface gravity)
R/Rs : radius of the star in units of solar radius    (value used Rs=6.96d10)
Li/Li0: ratio of surface lithium abundance to initial abundance
log Tc : log of central temprature
log ROc: log of central density (in gr/cc)
Mrad: mass of radiative core (in solar mass)
Rrad: radius of radiatif core (in solar radius)
k2conv: convective gyration radius 
k2rad: radiative gyration radius


------------------------------------------------------------------------
NOTE: Adopted convention to calculate the gyration radii:

k2conv=[ I/(R**2 * Mstar) ]**(1/2)

with I the moment of inertia defined here by :

I = 2/3 integral(r**2 * dm) 
with the integral over the mass of the convective region

Same for k2rad, corresponding to the radiative zone.
(Make sure you take the factor 2/3 into account)

Example: To calculate the moment of inertia of a 1 Msun star at t = 4.6 Gyr, 
the table gives

k2conv= 8.993E-02  
k2rad= 2.519E-01

k2**2 = k2conv**2 + k2rad**2 ~ 0.071 ===> I = 3/2 * k2**2 ~ 0.107

(Which is the expected value of the moment of intertia for the Sun)

END OF NOTE
-----------------------------------------------------------------------------

!-------------------------------------------------------------------------------------------------------------------
! M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0  log Tc  log ROc   Mrad     Rrad       k2conv      k2rad
!-------------------------------------------------------------------------------------------------------------------
 0.070     7.725     2878.  -2.642  4.715  0.192    0.989   6.383   1.8606  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     7.732     2876.  -2.648  4.719  0.191    0.988   6.384   1.8672  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     7.739     2874.  -2.653  4.724  0.190    0.986   6.386   1.8738  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     7.753     2871.  -2.664  4.733  0.188    0.983   6.389   1.8871  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     7.760     2870.  -2.669  4.737  0.187    0.981   6.390   1.8937  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     7.774     2866.  -2.680  4.746  0.185    0.977   6.393   1.9070  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     7.781     2864.  -2.686  4.750  0.185    0.975   6.394   1.9136  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     7.795     2861.  -2.697  4.759  0.183    0.969   6.397   1.9268  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     7.802     2859.  -2.703  4.764  0.182    0.965   6.399   1.9335  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     7.815     2855.  -2.714  4.773  0.180    0.958   6.402   1.9467  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     7.823     2853.  -2.719  4.777  0.179    0.953   6.403   1.9533  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     7.830     2851.  -2.725  4.782  0.178    0.949   6.404   1.9600  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     7.844     2847.  -2.736  4.791  0.176    0.938   6.407   1.9732  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     7.851     2845.  -2.742  4.795  0.175    0.931   6.408   1.9798  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     7.863     2842.  -2.752  4.803  0.174    0.919   6.411   1.9918  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     7.869     2840.  -2.757  4.807  0.173    0.912   6.412   1.9970  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     7.879     2837.  -2.765  4.813  0.172    0.900   6.414   2.0065  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     7.892     2833.  -2.776  4.821  0.170    0.882   6.416   2.0186  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     7.900     2830.  -2.782  4.826  0.169    0.870   6.418   2.0257  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     7.910     2827.  -2.790  4.832  0.168    0.852   6.419   2.0351  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     7.922     2823.  -2.800  4.839  0.167    0.828   6.421   2.0460  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     7.929     2821.  -2.806  4.844  0.166    0.811   6.423   2.0532  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     7.941     2817.  -2.816  4.851  0.164    0.784   6.425   2.0638  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     7.949     2814.  -2.823  4.856  0.163    0.762   6.426   2.0713  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     7.960     2810.  -2.832  4.863  0.162    0.731   6.428   2.0813  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     7.970     2807.  -2.840  4.869  0.161    0.701   6.430   2.0901  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     7.979     2803.  -2.848  4.875  0.160    0.667   6.431   2.0992  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     7.990     2799.  -2.857  4.881  0.159    0.631   6.433   2.1084  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.000     2794.  -2.866  4.887  0.158    0.592   6.435   2.1175  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.010     2790.  -2.875  4.893  0.157    0.551   6.436   2.1265  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.019     2785.  -2.883  4.899  0.156    0.509   6.438   2.1353  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.030     2780.  -2.893  4.905  0.154    0.464   6.439   2.1446  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.039     2776.  -2.901  4.911  0.153    0.420   6.441   2.1534  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.050     2771.  -2.910  4.917  0.152    0.374   6.442   2.1624  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.059     2766.  -2.919  4.923  0.151    0.331   6.444   2.1710  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.069     2762.  -2.928  4.929  0.150    0.286   6.445   2.1800  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.079     2757.  -2.937  4.935  0.149    0.244   6.447   2.1889  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.089     2752.  -2.945  4.940  0.148    0.204   6.448   2.1975  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.099     2748.  -2.954  4.946  0.147    0.167   6.449   2.2063  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.109     2743.  -2.963  4.952  0.146    0.134   6.451   2.2150  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.119     2738.  -2.972  4.958  0.145    0.105   6.452   2.2237  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.129     2733.  -2.980  4.963  0.144    0.080   6.453   2.2324  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.139     2728.  -2.989  4.969  0.143    0.059   6.455   2.2411  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.149     2723.  -2.998  4.975  0.143    0.042   6.456   2.2498  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.159     2719.  -3.007  4.981  0.142    0.029   6.457   2.2584  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.169     2714.  -3.016  4.986  0.141    0.019   6.458   2.2670  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.179     2709.  -3.025  4.992  0.140    0.012   6.460   2.2756  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.189     2704.  -3.033  4.998  0.139    0.007   6.461   2.2841  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.199     2698.  -3.042  5.003  0.138    0.004   6.462   2.2926  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.209     2693.  -3.051  5.009  0.137    0.002   6.463   2.3010  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.219     2687.  -3.061  5.014  0.136    0.001   6.464   2.3094  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.229     2682.  -3.070  5.020  0.135    0.001   6.465   2.3179  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.239     2676.  -3.079  5.025  0.135    0.000   6.466   2.3262  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.249     2670.  -3.088  5.031  0.134    0.000   6.467   2.3346  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.259     2664.  -3.097  5.036  0.133    0.000   6.468   2.3430  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.271     2657.  -3.108  5.042  0.132    0.000   6.469   2.3525  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.280     2652.  -3.117  5.048  0.131    0.000   6.470   2.3604  0.0000   0.000E+00  4.687E-01  0.000E+00
 0.070     8.294     2644.  -3.129  5.055  0.130    0.000   6.471   2.3714  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.302     2639.  -3.136  5.059  0.129    0.000   6.472   2.3776  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.309     2635.  -3.143  5.063  0.129    0.000   6.473   2.3838  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.325     2625.  -3.158  5.071  0.128    0.000   6.474   2.3963  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.333     2621.  -3.165  5.075  0.127    0.000   6.474   2.4025  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.341     2616.  -3.172  5.079  0.126    0.000   6.475   2.4087  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.356     2606.  -3.187  5.087  0.125    0.000   6.476   2.4212  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.364     2601.  -3.194  5.091  0.125    0.000   6.477   2.4274  0.0000   0.000E+00  4.686E-01  0.000E+00
 0.070     8.372     2596.  -3.201  5.095  0.124    0.000   6.477   2.4336  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.380     2591.  -3.209  5.099  0.124    0.000   6.478   2.4399  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.396     2579.  -3.225  5.107  0.122    0.000   6.479   2.4524  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.405     2574.  -3.233  5.111  0.122    0.000   6.479   2.4586  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.413     2568.  -3.240  5.115  0.121    0.000   6.480   2.4649  0.0000   0.000E+00  4.685E-01  0.000E+00
 0.070     8.421     2562.  -3.248  5.119  0.121    0.000   6.480   2.4711  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.429     2556.  -3.257  5.123  0.120    0.000   6.480   2.4774  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.446     2544.  -3.273  5.131  0.119    0.000   6.481   2.4899  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.454     2538.  -3.281  5.135  0.118    0.000   6.481   2.4962  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.463     2532.  -3.289  5.139  0.118    0.000   6.482   2.5024  0.0000   0.000E+00  4.684E-01  0.000E+00
 0.070     8.471     2525.  -3.298  5.143  0.117    0.000   6.482   2.5087  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     8.480     2519.  -3.306  5.147  0.117    0.000   6.482   2.5149  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     8.497     2506.  -3.323  5.155  0.116    0.000   6.483   2.5274  0.0000   0.000E+00  4.683E-01  0.000E+00
 0.070     8.506     2499.  -3.332  5.159  0.115    0.000   6.483   2.5336  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     8.515     2492.  -3.341  5.163  0.115    0.000   6.484   2.5398  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     8.523     2485.  -3.349  5.167  0.114    0.000   6.484   2.5460  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     8.532     2478.  -3.358  5.171  0.114    0.000   6.484   2.5522  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     8.541     2471.  -3.367  5.175  0.113    0.000   6.484   2.5583  0.0000   0.000E+00  4.682E-01  0.000E+00
 0.070     8.550     2464.  -3.376  5.179  0.113    0.000   6.484   2.5645  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     8.568     2449.  -3.395  5.187  0.112    0.000   6.484   2.5767  0.0000   0.000E+00  4.681E-01  0.000E+00
 0.070     8.577     2442.  -3.404  5.191  0.111    0.000   6.484   2.5828  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     8.586     2434.  -3.413  5.195  0.111    0.000   6.484   2.5889  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     8.595     2426.  -3.423  5.199  0.110    0.000   6.484   2.5950  0.0000   0.000E+00  4.680E-01  0.000E+00
 0.070     8.605     2419.  -3.432  5.203  0.110    0.000   6.484   2.6011  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     8.614     2411.  -3.441  5.207  0.109    0.000   6.484   2.6071  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     8.623     2403.  -3.451  5.210  0.109    0.000   6.484   2.6132  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     8.633     2395.  -3.461  5.214  0.108    0.000   6.484   2.6192  0.0000   0.000E+00  4.679E-01  0.000E+00
 0.070     8.642     2386.  -3.471  5.218  0.108    0.000   6.484   2.6252  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     8.652     2378.  -3.481  5.222  0.107    0.000   6.484   2.6312  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     8.662     2370.  -3.491  5.226  0.107    0.000   6.484   2.6372  0.0000   0.000E+00  4.678E-01  0.000E+00
 0.070     8.672     2361.  -3.501  5.230  0.106    0.000   6.483   2.6431  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.070     8.682     2353.  -3.511  5.233  0.106    0.000   6.483   2.6491  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.070     8.692     2344.  -3.521  5.237  0.105    0.000   6.483   2.6550  0.0000   0.000E+00  4.677E-01  0.000E+00
 0.070     8.702     2335.  -3.531  5.241  0.105    0.000   6.483   2.6608  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.070     8.712     2327.  -3.541  5.245  0.104    0.000   6.482   2.6667  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.070     8.722     2318.  -3.551  5.248  0.104    0.000   6.482   2.6724  0.0000   0.000E+00  4.676E-01  0.000E+00
 0.070     8.732     2309.  -3.562  5.252  0.104    0.000   6.482   2.6782  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.070     8.742     2301.  -3.572  5.256  0.103    0.000   6.481   2.6838  0.0000   0.000E+00  4.675E-01  0.000E+00
 0.070     8.752     2292.  -3.582  5.259  0.103    0.000   6.481   2.6895  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.070     8.762     2283.  -3.592  5.263  0.102    0.000   6.480   2.6951  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.070     8.773     2274.  -3.603  5.266  0.102    0.000   6.480   2.7006  0.0000   0.000E+00  4.674E-01  0.000E+00
 0.070     8.783     2266.  -3.613  5.270  0.101    0.000   6.479   2.7061  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.070     8.793     2257.  -3.623  5.273  0.101    0.000   6.479   2.7115  0.0000   0.000E+00  4.673E-01  0.000E+00
 0.070     8.804     2248.  -3.634  5.277  0.101    0.000   6.478   2.7169  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.070     8.814     2239.  -3.644  5.280  0.100    0.000   6.478   2.7222  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.070     8.825     2230.  -3.654  5.284  0.100    0.000   6.477   2.7275  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.070     8.835     2221.  -3.665  5.287  0.099    0.000   6.476   2.7328  0.0000   0.000E+00  4.672E-01  0.000E+00
 0.070     8.846     2212.  -3.675  5.291  0.099    0.000   6.476   2.7379  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.070     8.856     2203.  -3.686  5.294  0.099    0.000   6.475   2.7431  0.0000   0.000E+00  4.671E-01  0.000E+00
 0.070     8.867     2191.  -3.698  5.297  0.098    0.000   6.474   2.7481  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.070     8.878     2177.  -3.712  5.300  0.098    0.000   6.473   2.7530  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.070     8.889     2164.  -3.726  5.303  0.098    0.000   6.473   2.7579  0.0000   0.000E+00  4.670E-01  0.000E+00
 0.070     8.900     2150.  -3.740  5.307  0.097    0.000   6.472   2.7627  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.070     8.911     2136.  -3.755  5.310  0.097    0.000   6.471   2.7674  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.070     8.922     2122.  -3.769  5.313  0.097    0.000   6.470   2.7721  0.0000   0.000E+00  4.669E-01  0.000E+00
 0.070     8.934     2108.  -3.783  5.316  0.096    0.000   6.469   2.7767  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.070     8.945     2096.  -3.797  5.319  0.096    0.000   6.468   2.7813  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.070     8.957     2086.  -3.808  5.321  0.096    0.000   6.468   2.7858  0.0000   0.000E+00  4.668E-01  0.000E+00
 0.070     8.969     2076.  -3.819  5.324  0.095    0.000   6.467   2.7903  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.070     8.981     2067.  -3.830  5.327  0.095    0.000   6.466   2.7947  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.070     8.993     2057.  -3.841  5.330  0.095    0.000   6.465   2.7991  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.070     9.004     2047.  -3.852  5.333  0.094    0.000   6.464   2.8034  0.0000   0.000E+00  4.667E-01  0.000E+00
 0.070     9.016     2037.  -3.863  5.336  0.094    0.000   6.463   2.8077  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.070     9.028     2027.  -3.874  5.338  0.094    0.000   6.462   2.8119  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.070     9.041     2018.  -3.885  5.341  0.093    0.000   6.461   2.8160  0.0000   0.000E+00  4.666E-01  0.000E+00
 0.070     9.053     2008.  -3.896  5.344  0.093    0.000   6.460   2.8201  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.070     9.065     1988.  -3.917  5.346  0.093    0.000   6.459   2.8239  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.070     9.076     1923.  -3.976  5.348  0.093    0.000   6.458   2.8268  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.070     9.088     1883.  -4.014  5.350  0.093    0.000   6.457   2.8293  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.070     9.099     1859.  -4.038  5.351  0.092    0.000   6.457   2.8314  0.0000   0.000E+00  4.665E-01  0.000E+00
 0.070     9.110     1837.  -4.060  5.352  0.092    0.000   6.456   2.8332  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.120     1817.  -4.079  5.353  0.092    0.000   6.456   2.8349  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.131     1800.  -4.097  5.354  0.092    0.000   6.455   2.8364  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.141     1795.  -4.103  5.355  0.092    0.000   6.455   2.8378  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.151     1790.  -4.109  5.356  0.092    0.000   6.455   2.8391  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.160     1785.  -4.114  5.357  0.092    0.000   6.454   2.8404  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.170     1780.  -4.120  5.358  0.092    0.000   6.454   2.8417  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.179     1776.  -4.125  5.359  0.092    0.000   6.453   2.8429  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.188     1771.  -4.130  5.359  0.092    0.000   6.453   2.8441  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.197     1767.  -4.135  5.360  0.091    0.000   6.453   2.8452  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.205     1763.  -4.139  5.361  0.091    0.000   6.452   2.8463  0.0000   0.000E+00  4.664E-01  0.000E+00
 0.070     9.214     1759.  -4.144  5.362  0.091    0.000   6.452   2.8473  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.222     1755.  -4.149  5.362  0.091    0.000   6.452   2.8483  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.230     1752.  -4.153  5.363  0.091    0.000   6.451   2.8493  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.238     1748.  -4.157  5.364  0.091    0.000   6.451   2.8502  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.246     1744.  -4.161  5.364  0.091    0.000   6.451   2.8511  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.254     1741.  -4.165  5.365  0.091    0.000   6.451   2.8520  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.262     1738.  -4.169  5.365  0.091    0.000   6.450   2.8529  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.269     1735.  -4.173  5.366  0.091    0.000   6.450   2.8537  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.276     1732.  -4.176  5.366  0.091    0.000   6.450   2.8545  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.284     1729.  -4.180  5.367  0.091    0.000   6.449   2.8552  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.291     1726.  -4.183  5.367  0.091    0.000   6.449   2.8560  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.298     1723.  -4.186  5.368  0.091    0.000   6.449   2.8567  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.305     1720.  -4.190  5.368  0.091    0.000   6.449   2.8574  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.311     1718.  -4.193  5.369  0.091    0.000   6.449   2.8581  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.325     1713.  -4.199  5.370  0.090    0.000   6.448   2.8593  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.331     1710.  -4.201  5.370  0.090    0.000   6.448   2.8599  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.344     1706.  -4.207  5.371  0.090    0.000   6.448   2.8611  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.350     1703.  -4.209  5.371  0.090    0.000   6.447   2.8617  0.0000   0.000E+00  4.663E-01  0.000E+00
 0.070     9.362     1698.  -4.215  5.372  0.090    0.000   6.447   2.8627  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.374     1692.  -4.223  5.372  0.090    0.000   6.447   2.8637  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.380     1688.  -4.226  5.373  0.090    0.000   6.447   2.8641  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.391     1683.  -4.233  5.373  0.090    0.000   6.446   2.8649  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.402     1677.  -4.239  5.374  0.090    0.000   6.446   2.8657  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.413     1673.  -4.244  5.374  0.090    0.000   6.446   2.8663  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.423     1668.  -4.249  5.375  0.090    0.000   6.446   2.8669  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.434     1664.  -4.253  5.375  0.090    0.000   6.445   2.8675  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.444     1661.  -4.257  5.375  0.090    0.000   6.445   2.8679  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.453     1658.  -4.261  5.375  0.090    0.000   6.445   2.8684  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.463     1655.  -4.264  5.376  0.090    0.000   6.445   2.8688  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.472     1652.  -4.267  5.376  0.090    0.000   6.445   2.8691  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.482     1650.  -4.270  5.376  0.090    0.000   6.445   2.8695  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.490     1648.  -4.273  5.376  0.090    0.000   6.445   2.8698  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.499     1646.  -4.275  5.377  0.090    0.000   6.444   2.8700  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.512     1643.  -4.278  5.377  0.090    0.000   6.444   2.8704  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.521     1641.  -4.280  5.377  0.090    0.000   6.444   2.8706  0.0000   0.000E+00  4.662E-01  0.000E+00
 0.070     9.533     1639.  -4.282  5.377  0.090    0.000   6.444   2.8709  0.0000   0.000E+00  4.662E-01  0.000E+00
